feature_idx,label,description
17954,other,
17962,other,
18069,other,
18078,other,
18105,other,
18143,other,
18252,other,
18473,other,
18534,other,
18571,other,
18899,other,
18931,other,
18941,other,
19011,other,
19202,other,
19446,other,
19547,other,
19725,other,
19909,other,
20054,other,
20497,other,
20529,other,
20647,other,
20869,other,
21175,other,
21180,other,
21284,other,
21601,other,
21709,other,
21800,other,
22404,other,
22465,other,
22481,other,
22768,other,
22837,other,
22880,other,
22881,other,
23015,other,
23271,other,
23564,other,
23969,other,
23986,other,
24267,other,
24386,other,
24511,other,
25007,other,
25180,other,
25418,other,
25631,other,
25881,other,
26139,other,
26298,other,
26368,other,
26524,other,
26811,other,
26894,other,
26973,other,
27141,other,
27216,other,
27345,other,
27501,other,
27677,other,
27691,other,
28123,other,
28142,other,
28379,other,
28557,other,
28740,other,
28972,other,
28986,other,
29009,other,
29082,other,
29280,other,
29554,other,
29749,other,
30041,other,
30077,other,
30080,other,
30553,other,
30603,other,
30683,other,
30704,other,
30835,other,
30904,other,
31053,other,
31192,other,
31315,other,
31397,other,
31503,other,
32100,other,
32176,other,
32225,other,
32350,other,
32377,other,
32475,other,
32684,other,
32690,other,
32734,other,
32815,other,
33340,other,
33368,other,
33549,other,
33587,other,
33742,other,
33752,other,
33874,other,
33927,other,
34230,other,
34326,other,
34368,other,
34446,other,
34665,other,
34759,other,
34804,other,
34924,other,
35027,other,
35090,other,
35121,other,
35520,other,
35608,other,
35628,other,
35941,other,
36293,other,
36314,other,
36330,other,
36388,other,
36607,other,
36824,other,
36895,other,
36911,other,
36979,other,
37265,other,
37299,other,
37429,other,
37636,other,
37789,other,
37858,other,
38107,other,
38603,other,
38699,other,
38769,other,
38856,other,
38988,other,
39170,other,
40190,other,
40193,other,
40232,other,
40303,other,
40432,other,
40588,other,
40658,other,
40674,other,
41239,other,
41612,other,
41614,other,
41812,other,
41889,other,
42336,other,
42352,other,
42549,other,
42622,other,
42660,other,
42809,other,
43302,other,
43403,other,
43564,other,
43577,other,
44099,other,
44172,other,
44402,other,
44424,other,
45233,other,
45299,other,
45497,other,
45554,other,
45754,other,
45878,other,
46203,other,
46374,other,
46811,other,
46892,other,
47340,other,
47543,other,
47679,other,
48043,other,
48142,other,
48434,other,
48756,other,
48774,other,
48849,other,
48901,other,
49342,other,
49594,other,
49665,other,
49835,other,
50019,other,
50173,other,
50403,other,
50730,other,
51043,other,
51115,other,
51280,other,
51588,other,
51683,other,
51754,other,
52108,other,
52592,other,
52913,other,
52948,other,
53028,other,
53352,other,
53700,other,
53851,other,
54127,other,
54241,other,
54350,other,
54411,other,
54449,other,
54558,other,
54677,other,
54815,other,
54980,other,
54996,other,
55089,other,
55172,other,
55633,other,
55647,other,
55937,other,
56445,other,
57604,other,
58206,other,
58329,other,
58462,other,
59063,other,
59667,other,
59799,other,
59994,other,
60004,other,
60057,other,
60151,other,
60162,other,
60391,other,
61017,other,
61405,other,
61464,other,
61902,other,
61908,other,
62180,other,
62283,other,
62300,other,
62942,other,
63301,other,
63521,other,
63803,other,
63943,other,
64288,other,
64608,other,
64773,other,
65004,other,
65011,other,
65171,other,
65372,other,
65501,other,
65817,other,
65825,other,
66606,other,
66738,other,
67093,other,
67129,other,
67142,other,
67605,other,
67886,other,
68082,other,
68159,other,
68266,other,
68750,other,
69226,other,
69269,other,
69394,other,
69573,other,
69984,other,
70237,other,
70242,other,
70289,other,
70642,other,
70661,other,
71353,other,
71772,other,
71945,other,
71966,other,
71975,other,
72474,other,
72780,other,
73168,other,
73364,other,
73455,other,
73858,other,
74000,other,
74167,other,
74424,other,
74494,other,
74566,other,
74894,other,
75070,other,
75092,other,
75410,other,
75532,other,
75660,other,
75807,other,
76061,other,
76527,other,
76712,other,
76759,other,
76936,other,
77209,other,
77222,other,
77304,other,
77575,other,
77583,other,
77647,other,
77654,other,
77659,other,
77912,other,
78750,other,
78924,other,
79903,other,
80191,other,
80291,other,
80339,other,
80402,other,
80560,other,
80715,other,
80730,other,
80803,other,
80993,other,
81000,other,
81488,other,
81739,other,
81805,other,
81907,other,
82210,other,
82802,other,
83218,other,
83361,other,
83441,other,
83825,other,
84035,other,
84253,other,
84585,other,
84774,other,
85460,other,
85802,other,
85848,other,
86170,other,
86527,other,
86625,other,
87630,other,
88350,other,
88464,other,
88725,other,
89621,other,
89753,other,
89810,other,
89890,other,
89999,other,
90939,other,
91363,other,
91476,other,
92424,other,
92581,other,
92786,other,
92899,other,
92921,other,
93059,other,
93265,other,
93371,other,
93827,other,
93988,other,
94197,other,
94340,other,
94918,other,
96259,other,
96394,other,
96615,other,
96908,other,
97667,other,
97734,other,
98328,other,
99007,other,
99872,other,
100150,other,
100722,other,
101166,other,
101191,other,
101899,other,
102461,other,
102558,other,
102726,other,
102945,other,
103375,other,
103561,other,
103891,other,
104762,other,
104823,other,
105123,other,
105455,other,
105522,other,
105597,other,
105840,other,
106072,other,
106482,other,
107526,other,
108522,other,
108684,other,
109349,other,
109616,other,
109680,other,
110225,other,
110466,other,
110828,other,
111369,other,
111454,other,
111711,other,
111765,other,
112246,other,
112385,other,
112815,other,
112889,other,
112962,other,
113668,other,
113951,other,
113967,other,
114174,other,
114331,other,
114591,other,
114977,other,
115548,other,
115783,other,
116668,other,
117280,other,
117405,other,
117719,other,
118157,other,
118663,other,
119535,other,
119585,other,
120137,other,
120246,other,
120380,other,
120767,other,
120874,other,
121292,other,
121503,other,
121925,other,
122123,other,
122353,other,
122635,other,
123326,other,
123349,other,
123866,other,
124054,other,
124178,other,
124227,other,
124335,other,
124837,other,
124965,other,
125316,other,
125429,other,
125949,other,
126082,other,
126468,other,
126538,other,
126842,other,
127316,other,
127421,other,
127702,other,
127815,other,
128104,other,
128432,other,
128663,other,
128672,other,
129167,other,
129174,other,
129867,other,
129927,other,
131845,other,
132800,other,
133102,other,
133692,other,
134079,other,
134114,other,
134494,other,
134610,other,
134945,other,
135806,other,
135912,other,
136043,other,
136172,other,
136557,other,
136952,other,
137047,other,
137778,other,
138008,other,
138277,other,
138427,other,
138488,other,
139002,other,
139135,other,
139485,other,
139979,other,
140126,other,
140626,other,
141352,other,
141760,other,
142163,other,
142504,other,
142511,other,
142523,other,
143492,other,
143533,other,
144055,other,
144728,other,
144815,other,
145363,other,
145410,other,
145744,other,
145895,other,
146220,other,
146260,other,
146372,other,
147487,other,
147708,other,
148083,other,
148467,other,
148728,other,
149357,other,
149467,other,
149923,other,
149948,other,
150020,other,
150178,other,
150904,other,
151692,other,
151831,other,
151903,other,
151933,other,
152628,other,
152658,other,
152702,other,
152832,other,
153338,other,
153638,other,
153797,other,
154652,other,
154857,other,
155056,other,
155194,other,
155371,other,
156420,other,
156754,other,
156838,other,
157225,other,
157259,other,
157918,other,
157926,other,
157983,other,
158108,other,
158130,other,
158156,other,
158286,other,
158928,other,
159681,other,
159771,other,
159946,other,
160626,other,
160844,other,
161003,other,
161169,other,
161713,other,
161829,other,
161860,other,
161931,other,
162045,other,
162094,other,
162215,other,
162244,other,
162881,other,
163601,other,
163728,other,
165226,other,
165392,other,
165539,other,
165819,other,
165869,other,
166233,other,
166490,other,
167214,other,
167387,other,
167895,other,
168880,other,
169409,other,
169444,other,
169497,other,
169855,other,
170882,other,
171492,other,
171908,other,
172495,other,
172678,other,
173678,other,
173785,other,
174559,other,
174759,other,
174896,other,
175874,other,
176074,other,
176174,other,
176360,other,
176384,other,
176428,other,
176968,other,
177108,other,
177474,other,
177556,other,
177710,other,
177908,other,
177992,other,
178441,other,
178448,other,
178450,other,
178485,other,
179606,other,
180032,other,
180706,other,
181081,other,
182118,other,
182485,other,
182536,other,
182583,other,
182779,other,
183198,other,
183219,other,
183328,other,
183676,other,
184574,other,
184905,other,
184947,other,
185102,other,
185620,other,
186107,other,
186843,other,
187431,other,
187580,other,
187738,other,
187840,other,
188416,other,
188657,other,
188741,other,
188748,other,
189187,other,
189269,other,
189579,other,
189722,other,
190008,other,
190319,other,
191434,other,
191865,other,
191984,other,
192005,other,
192394,other,
192709,other,
193255,other,
193961,other,
194205,other,
195159,other,
196168,other,
196377,other,
196431,other,
196769,other,
197096,other,
197219,other,
197400,other,
197634,other,
197937,other,
198162,other,
198373,other,
198665,other,
198673,other,
199007,other,
199214,other,
199276,other,
199438,other,
200697,other,
201379,other,
201753,other,
202793,other,
203230,other,
204364,other,
204614,other,
204778,other,
204927,other,
205101,other,
205128,other,
206330,other,
206343,other,
206706,other,
207051,other,
208549,other,
208551,other,
208854,other,
208881,other,
209191,other,
209614,other,
210368,other,
210576,other,
210843,other,
211274,other,
211400,other,
211435,other,
211724,other,
211865,other,
211952,other,
212747,other,
212968,other,
213103,other,
213155,other,
213430,other,
215052,other,
215884,other,
215945,other,
216152,other,
216246,other,
216425,other,
216692,other,
216796,other,
216997,other,
218448,other,
218565,other,
218687,other,
218809,other,
219217,other,
219619,other,
220651,other,
220709,other,
220896,other,
222461,other,
223316,other,
223360,other,
223634,other,
224058,other,
224443,other,
225364,other,
225593,other,
226169,other,
226710,other,
227106,other,
227271,other,
228087,other,
228101,other,
228883,other,
229745,other,
229757,other,
230339,other,
231132,other,
231656,other,
233750,other,
233822,other,
233975,other,
234365,other,
235016,other,
235040,other,
235613,other,
235748,other,
237882,other,
238130,other,
239020,other,
239032,other,
239247,other,
239483,other,
239688,other,
239854,other,
240173,other,
240564,other,
240586,other,
241218,other,
241776,other,
241812,other,
242656,other,
243045,other,
243123,other,
243156,other,
243357,other,
243639,other,
243850,other,
244153,other,
244596,other,
244695,other,
244737,other,
245116,other,
245272,other,
245735,other,
245862,other,
245994,other,
246773,other,
248322,other,
248373,other,
248831,other,
249033,other,
249607,other,
249792,other,
249796,other,
249813,other,
250256,other,
251526,other,
251578,other,
251736,other,
251951,other,
252195,other,
252732,other,
252772,other,
252977,other,
252990,other,
253931,other,
254030,other,
254418,other,
254733,other,
255038,other,
255175,other,
255625,other,
256947,other,
257936,other,
258035,other,
258132,other,
258784,other,
260316,other,
260615,other,
260625,other,
260739,other,
260932,other,
261158,other,
68,syntactic,Here's a guide explaining
138,syntactic,"explaining concepts after ""what is"" or ""understanding"""
217,syntactic,"by default, convention"
219,syntactic,reviewing content as specific roles
233,syntactic,\usepackage{
240,syntactic,Here's a guide
257,syntactic,acknowledging understanding
258,syntactic,word count limits
371,syntactic,code formatting and utilities
403,syntactic,.com or URLs
479,syntactic,HTML tags
500,syntactic,Input + Output
522,syntactic,link.springer.com
543,syntactic,tikz code
551,syntactic,"""code for access"" or ""below tweet"""
575,syntactic,closing punctuation and code blocks
618,syntactic,expected output
742,syntactic,variable names
785,syntactic,conversational structure
810,syntactic,This paper introduces
812,syntactic,mathematical calculations
839,syntactic,exist. case
890,syntactic,"theme, css, styling, customization"
937,syntactic,ASCII art parentheses
968,syntactic,return after print
970,syntactic,code context
1216,syntactic,standard library namespace
1251,syntactic,plug in the values
1547,syntactic,code comments and syntax
1581,syntactic,list item markers and non-English characters
1782,syntactic,transition words at start of sentences
1880,syntactic,Explanation:** headings
1938,syntactic,phrases that summarize or conclude
2036,syntactic,json data structures
2043,syntactic,list items
2072,syntactic,programming code elements
2205,syntactic,module.exports assignments
2362,syntactic,lists with asterisks and letters
2391,syntactic,declaration and assignment
2444,syntactic,ASCII art elements
2477,syntactic,LaTeX commands and options
2517,syntactic,gerunds and participles
2612,syntactic,let's break down
2641,syntactic,"list items, special characters, numbers"
2692,syntactic,"so, what"
2721,syntactic,if you
38,semantic,biological secretions
46,semantic,dragons or fantasy
56,semantic,isolation of compounds
125,semantic,key importance
151,semantic,what to bring
170,semantic,review titles and adjectives
176,semantic,Dungeons & Dragons
185,semantic,"job, introductory, health, social, family"
211,semantic,citations and paper numbers
275,semantic,drilling and installation
319,semantic,"initial value, formula, quantity"
322,semantic,materials or historical terms
324,semantic,Red Carpet
349,semantic,multiplication and addition operations
404,semantic,dental health and dentists
423,semantic,Science evaluating deals
426,semantic,insurance claims and repairs
472,semantic,on the edge
473,semantic,"Kanye West, Balenciaga"
570,semantic,organic products and farming
648,semantic,"disappointed, disappointment"
676,semantic,"healthcare costs, Planned Parenthood funding"
745,semantic,improving your vision or home
791,semantic,audience and customers
815,semantic,country names and regions
834,semantic,"looking, gazing, or staring"
836,semantic,LiquidCrystal or ListView followed by name/rs/Low
842,semantic,"business names, photos, social media, reviews"
896,semantic,helplines and organizations
935,semantic,Wolfram Language code
946,semantic,Slightly more / less
953,semantic,table headers
981,semantic,expressions of gladness and happiness towards others
1000,semantic,drink plenty of water
1016,semantic,destination
1025,semantic,insult causes
1035,semantic,"ideal sheaf, category, maps"
1107,semantic,relaxation
1108,semantic,"temples, humidity"
1142,semantic,robust
1189,semantic,normal distribution probabilities
1208,semantic,measurements and product features
1225,semantic,Britannica links by topic
1250,semantic,formational suffixes
1269,semantic,two hydrogen atoms
1339,semantic,code exports and imports
1360,semantic,examples of creative writing
1407,semantic,multi-language words
1411,semantic,scientific names (genus and species)
1414,semantic,breakdown of categorized recommendations
1417,semantic,Ukraine allies aid Zelenskyy
1454,semantic,local city newspapers magazines
1492,semantic,sports leagues and seasons
1515,semantic,ftp usage
1552,semantic,reducing quantity or increasing degree
1560,semantic,to a degree/extent
1574,semantic,keynote speaker arrangements
1591,semantic,find flaws or imperfections
1597,semantic,S-curve growth and learning curve extrapolation
1605,semantic,"Kaggle, Kai, Casbah, Calliope, certificates"
1659,semantic,for general informational
1678,semantic,summarizing or comparing
1706,semantic,technical terms and formatting
1712,semantic,Christ Jesus
1749,semantic,dialogue starts
1757,semantic,time or duration
1768,semantic,lucid dreams and hallucinations
1778,semantic,numbers and calculations
1807,semantic,"Yan, Yara, Yong names"
1836,semantic,it's
1864,semantic,end of sentence punctuation
1867,semantic,emojis and language diversity
1878,semantic,information for general knowledge
1940,semantic,specific professions and roles
1948,semantic,"terminating, political, morning"
1960,semantic,packages and reservations
1962,semantic,words starting with q
2027,semantic,numbers followed by units or descriptions
2035,semantic,skills and knowledge requirements
2042,semantic,career and identity
2049,semantic,groups and creators
2055,semantic,printing or writing
2064,semantic,links to articles and resources
2074,semantic,"Austria, industry, decrease, devices, loop"
2077,semantic,solar installation invoices
2096,semantic,patent claims and descriptions
2104,semantic,URL paths and file references
2119,semantic,Philippines
2164,semantic,"Audacity, renpy, X4"
2175,semantic,property
2227,semantic,numerical labels surrounded by parentheses
2289,semantic,"headache, nausea, dizziness, vomiting"
2307,semantic,pronouns and gendered nouns
2358,semantic,email recipients
2360,semantic,"vanishing, disappearing"
2382,semantic,water or liquid volume
2402,semantic,"Image, art, or photograph"
2403,semantic,predators alongside humans
2441,semantic,(Chorus)
2453,semantic,"measures, capacity, finances, court"
2458,semantic,"chipset, few, advertising"
2461,semantic,magnifying objects
2474,semantic,body-related urgency
2487,semantic,"stovetop, coffee, cabinets, lights"
2492,semantic,hobbies and talents
2507,semantic,get started
2530,semantic,emotional intelligence and communication
2543,semantic,religious or historical texts
2551,semantic,optimal functioning
2596,semantic,version numbers and words
2610,semantic,album and music releases
2626,semantic,news agencies
2671,semantic,blood glucose and diabetes
2673,semantic,card and scrapbook words
2687,semantic,gradually increasing or scaling
2713,semantic,story titles
2722,semantic,clothing items
2727,semantic,books and media titles
2728,semantic,Korean names and titles
2738,semantic,Series A valuation
2746,semantic,dates and times
2775,semantic,"gui, UI, widgets"
2786,semantic,rhyming poems
2788,semantic,yearly or financial reporting
107,other,this is
111,other,**
363,other,actions or processes
369,other,similarly Now
477,other,no monarch
596,other,closing or ending
601,other,things that add value or quality
605,other,"Choose, Select"
615,other,there's or there are
622,other,if you want
727,other,"text following punctuation, numbers, or domain names"
947,other,this is where it gets
1002,other,but ethical boundaries
1031,other,"""you own"""
1125,other,which defines or describes
1132,other,truly followed by awe
1183,other,"Okay,"
1242,other,non-English characters or symbols
1366,other,adhere to guidelines and formats
1534,other,if
1688,other,than comparison
1755,other,value and importance
1947,other,I'll do my best
2132,other,**Move/go beyond**
2200,other,cannot and absolutely
2281,other,numbers or code choices
2490,other,Roughly
2749,other,specific details
2812,syntactic,punctuation followed by words
2852,syntactic,function definitions and code blocks
2862,syntactic,one sentence
2925,syntactic,based on
2930,syntactic,"after ""and"", ""it"" or ""it's"""
2974,syntactic,question words and `if`
2980,syntactic,code snippets
3016,syntactic,URLs and lists
3073,syntactic,"different, vary, differ, approaches"
3087,syntactic,had to
3101,syntactic,never disappoints
3112,syntactic,"They say, want, can, add"
3180,syntactic,hexadecimal strings
3200,syntactic,greeting words
3230,syntactic,results and analysis
3274,syntactic,LaTeX commands like `\renewcommand`
3286,syntactic,https://
3349,syntactic,`model`
3371,syntactic,current value access
3516,syntactic,programming method calls
3523,syntactic,hours
3545,syntactic,answers and solutions
3598,syntactic,.
3609,syntactic,following key
3688,syntactic,"command line argument"""
3721,syntactic,code prompts and instructions
3773,syntactic,This is
3978,syntactic,sentence endings
3980,syntactic,"numbers, volumes, years"
3981,syntactic,`Now` or `Given Sentence`
4024,syntactic,url componentsinternet domains
4081,syntactic,programming and filteringprocess or functionprogram or filter
4169,syntactic,If I were
4189,syntactic,pronouns before emotions or actions
4201,syntactic,code formatting and declarations
4218,syntactic,structured lists or outlines
4222,syntactic,svg or xml structure
4225,syntactic,instruction or sequence counting
4248,syntactic,next steps
4267,syntactic,About Us or About Me
4277,syntactic,URL paths
4302,syntactic,list items or enumerations
4315,syntactic,formatting like lists and emphasis
4381,syntactic,rust imports
4402,syntactic,realizing understanding that
4459,syntactic,documentation comments `/**`
4528,syntactic,at a time/place
4536,syntactic,if you
4558,syntactic,know if you'd like me to
4593,syntactic,isinstance checks
4618,syntactic,"links, examples, or details"
4633,syntactic,is a
4653,syntactic,element locators by ID
4716,syntactic,The code
4799,syntactic,"points, lists, enumerated items"
4853,syntactic,final answer phrase
4919,syntactic,list of lists
4950,syntactic,more specific and impactful descriptions
4962,syntactic,padding declaration
4963,syntactic,"I walk, I am, while we can"
5073,syntactic,from_
5109,syntactic,sentence beginnings after punctuation
5122,syntactic,not just
5305,syntactic,following punctuation
5359,syntactic,explanations categorized by approach
5423,syntactic,affirmative response
5431,syntactic,"question ""you answer"""
5488,syntactic,code formatting
5592,syntactic,python or R code
5628,syntactic,bullet points or lists
5673,syntactic,dictionary structure
2809,semantic,requesting prescription
2837,semantic,formulas and equations
2881,semantic,Visual Studio build tools and projects
2905,semantic,AccuWeather weather
2935,semantic,mbti personality types
2966,semantic,reverse or reversal
2994,semantic,sales offer discount
3018,semantic,German verb conjugations
3029,semantic,"вести, води, привод, вывод"
3049,semantic,"editing, sculpting, adjusting images"
3059,semantic,go programming language
3370,semantic,cracked or fractured teeth
3440,semantic,month names
3486,semantic,test questions and skills
3557,semantic,COVID-19 pandemic and related events
3595,semantic,code assignment or boolean values
3604,semantic,product attributes and types
3618,semantic,reach out for help
3635,semantic,discord and slack communities
3669,semantic,"empty, partially, or strings"
3679,semantic,Rural roads
3710,semantic,state or components
3726,semantic,which clauses
3730,semantic,base URL configuration
3739,semantic,word count constraints
3748,semantic,website links and financial terms
3761,semantic,Jesus died for sins
3774,semantic,company registration and formation
3863,semantic,comes/came in sizes
3925,semantic,business owners and entrepreneurs
3938,semantic,apologies
3951,semantic,lack of care or order
3964,semantic,chapter titles
3976,semantic,jigsaw group activities
3994,semantic,context for relationships
4027,semantic,meeting someone new
4076,semantic,be verbs followed by adjectives/verbs
4091,semantic,signs and symptoms
4092,semantic,payday loans
4094,semantic,"code/data structures like lists, tuples, objects"
4099,semantic,"skin routine, conditioning, moisturizing"
4105,semantic,love and related concepts
4110,semantic,Libya and its cities
4120,semantic,"range, duration, or cost"
4130,semantic,"marketing, engineering, product, brand"
4144,semantic,exploiting weaknesses or opponents
4251,semantic,retention period
4331,semantic,responsibility and decision-making
4380,semantic,"operate, announce, Kings"
4388,semantic,"violence, organs, Russia"
4396,semantic,news agencies affiliation
4403,semantic,sum of numbers
4406,semantic,historical places and structures
4419,semantic,rooms and locations
4429,semantic,class definitions
4433,semantic,data attributes
4439,semantic,phone numbers
4531,semantic,historical fiction genre
4548,semantic,idioms and figurative language
4576,semantic,character movement
4583,semantic,Liam names
4584,semantic,odd numbers
4611,semantic,risk-free rate of return
4625,semantic,complimentary words
4648,semantic,"mathematical context ""model"""
4668,semantic,length of
4675,semantic,"solve equations, roots, maximize"
4676,semantic,"snow, rain, and showers"
4685,semantic,here's a breakdown
4743,semantic,gift giving
4745,semantic,women's clothing items
4814,semantic,boat trips and fishing
4837,semantic,wifi password
4848,semantic,statistics and rankings
4872,semantic,recipe yields
4884,semantic,religious freedom
4898,semantic,lookup parent from repository
4949,semantic,military deployments and troops
4958,semantic,heart rate and breathing
4976,semantic,"mentioning specific details like brands, companies, cities, currencies"
4983,semantic,image descriptions or titles
4988,semantic,curved compact spacetime
4999,semantic,"programmes, empires, theories, candidates, battles, ships, schools, projects, observations"
5019,semantic,specialists providing services
5031,semantic,dealerships and sales
5032,semantic,"toys, art, accessories, computing"
5059,semantic,gender discrimination
5092,semantic,explaining changes and elaborating why
5118,semantic,"numbers (one, three, four, seven, five)"
5153,semantic,determine what to do
5161,semantic,volunteer activities and cleaning
5174,semantic,"API, config, data, strategy"
5242,semantic,Turkish punctuation and numbers
5270,semantic,options (A)
5296,semantic,staying at or in places
5299,semantic,ad blocker
5302,semantic,concept of origin
5315,semantic,"dangerous substances, purity, impurities"
5354,semantic,real-life scenarios or discussions
5377,semantic,list item context
5386,semantic,key topics and questions
5420,semantic,important considerations
5460,semantic,appears to be a phrase
5483,semantic,loss and difficult times
5558,semantic,problem-solving questions
5585,semantic,links to thebalance.com
5619,semantic,news articles
5672,semantic,numbers and sequences
2843,other,want to
3033,other,legal/financial advice disclaimer
3042,other,model's turn
3610,other,That sounds awesome/cool/interesting
3678,other,given information
3769,other,"numbers, dates, or ranges"
4121,other,if
4314,other,venture-backable businesses and startups
4489,other,overwrite conflicts
4586,other,cannot provide medical advice
4706,other,understanding of concepts
5335,other,presence of AI and questions
5343,other,My purpose is to provide information
5567,other,absolutely cannot
5695,other,but I
5736,syntactic,file or directory names
5742,syntactic,url endings
5743,syntactic,```csharp
5823,syntactic,www links
5885,syntactic,Xaml TextBlock Textbox
5913,syntactic,alphanumeric sequences and links
5928,syntactic,closing parentheses and braces
6024,syntactic,"string, DataFrame, list, array"
6033,syntactic,To start an action or purpose
6132,syntactic,"later, eventually, or pending actions"
6204,syntactic,```python
6230,syntactic,by [name]
6401,syntactic,still after 'but'
6409,syntactic,documentation args
6426,syntactic,the final answer is
6431,syntactic,while clauses
6464,syntactic,word count instructions
6482,syntactic,following a request or prompt
6483,syntactic,reasoning
6571,syntactic,numbers and punctuation
6665,syntactic,you ask a question
6688,syntactic,"python code, yaml, initialization"
6778,syntactic,counting numbers and symbols
6827,syntactic,using a method
6862,syntactic,php plugin code
6954,syntactic,**1. Understanding The
6955,syntactic,contractions and possessives
6981,syntactic,sentence endings
6985,syntactic,list item 2. explanations
6996,syntactic,qualities or characteristics
7102,syntactic,log and set
7116,syntactic,package main import log
7122,syntactic,❗
7130,syntactic,expresses certainty or possibility
7145,syntactic,"questions starting with ""What"""
7157,syntactic,use strict; use warnings;
7172,syntactic,list items or structure
7204,syntactic,code documentation examples
7227,syntactic,JSON and code structure identifiers
7272,syntactic,breakdown of
7278,syntactic,code syntax and functions
7301,syntactic,table headers
7318,syntactic,have any
7347,syntactic,end of sentence or phrase
7354,syntactic,XML and version attributes
7387,syntactic,links to articles
7438,syntactic,"tokens following ""**"""
7450,syntactic,css pixel unit
7464,syntactic,conjunctions followed by pronouns
7478,syntactic,section/chapter markers
7498,syntactic,assess or determine
7589,syntactic,list items after punctuation
7606,syntactic,too followed by conjunctions
7615,syntactic,we will
7617,syntactic,"programming actions: instantiate, set, replace"
7629,syntactic,modeldialogue after a pause or question
7643,syntactic,```sql and comments
7647,syntactic,feeling confused or asking questions
7688,syntactic,sounds natural or less natural
7715,syntactic,emphasized bullet points
7719,syntactic,applied and variants
7959,syntactic,JSON structure or code blocks
7964,syntactic,please provide
8084,syntactic,mathematical operators
8106,syntactic,"list markers (*, numbers)"
8160,syntactic,sequences after commas
8256,syntactic,error with subsequent word
8323,syntactic,speculating or expressing possibility
5700,semantic,governed by laws
5718,semantic,requests and notifications
5753,semantic,age and dates
5796,semantic,"places, servers, volumes, tables"
5810,semantic,"DLP, selects, Archiving"
5886,semantic,"gone, no longer, extinct"
5897,semantic,US cities and states
5916,semantic,"wire, furnace, die, batch"
5917,semantic,school years and grades
5925,semantic,unlimited
5932,semantic,peanut butter
5986,semantic,multilingual words
5989,semantic,how we know things
6010,semantic,temperature degrees Celsius Fahrenheit
6083,semantic,ecommerce platforms and operations
6090,semantic,"REST, NO ACTION, Samsung"
6158,semantic,FOREIGN KEY refers to
6193,semantic,appearance and behavior of creatures
6213,semantic,numbers and units
6222,semantic,countries and numbers in URLs
6272,semantic,dates and meeting details
6273,semantic,tutor descriptions
6280,semantic,rental services
6345,semantic,"standard, standardization, standards, std"
6363,semantic,invite or invitation
6391,semantic,question or answer
6407,semantic,as many or as needed
6461,semantic,LoRA
6480,semantic,"Beowulf, Earnest, Mockingbird, army, Green"
6481,semantic,Office Hours
6505,semantic,Apple arc
6507,semantic,morning time slots
6552,semantic,"route, routes, routing, router"
6556,semantic,network authentication protocol
