feature_idx,label,description
184765,other,
184963,other,
189579,other,
190734,other,
192005,other,
192241,other,
193358,other,
196427,other,
197096,other,
198170,other,
198673,other,
199214,other,
199976,other,
200081,other,
202793,other,
204223,other,
208854,other,
210720,other,
210843,other,
211400,other,
212033,other,
213103,other,
213126,other,
213155,other,
215444,other,
215767,other,
216425,other,
218809,other,
219886,other,
220648,other,
224443,other,
225644,other,
226377,other,
229284,other,
231783,other,
232672,other,
232999,other,
234440,other,
236385,other,
236855,other,
238407,other,
239878,other,
242006,other,
242536,other,
243735,other,
243850,other,
244695,other,
245415,other,
246703,other,
247099,other,
248157,other,
248322,other,
251102,other,
252732,other,
252750,other,
252792,other,
253693,other,
255214,other,
255578,other,
255579,other,
256425,other,
257260,other,
258223,other,
260932,other,
68,syntactic,Here's a guide explaining
189,syntactic,aspects of
211,syntactic,citations and paper numbers
217,syntactic,"by default, convention"
323,syntactic,. (c) **Answer**
385,syntactic,identifying given values or inputs
403,syntactic,.com or URLs
479,syntactic,HTML tags
500,syntactic,Input + Output
596,syntactic,closing or ending
766,syntactic,replies or says
836,syntactic,LiquidCrystal or ListView followed by name/rs/Low
839,syntactic,exist. case
937,syntactic,ASCII art parentheses
1031,syntactic,"""you own"""
1125,syntactic,which defines or describes
1142,syntactic,robust
1242,syntactic,non-English characters or symbols
1279,syntactic,"chào bạn, x, building, xẩm"
1694,syntactic,"semantic, SE, seeds, sed"
1836,syntactic,it's
1844,syntactic,"contrasting thriller, long, import, relying"
1864,syntactic,end of sentence punctuation
1907,syntactic,see below
1938,syntactic,phrases that summarize or conclude
1962,syntactic,words starting with q
1966,syntactic,one followed by a noun
2074,syntactic,"Austria, industry, decrease, devices, loop"
2141,syntactic,receivingconsumesgets
2490,syntactic,Roughly
2925,syntactic,based on
2974,syntactic,question words and `if`
3600,syntactic,"accordance, part, pursuant"
3678,syntactic,given information
3773,syntactic,This is
3798,syntactic,>
4,semantic,earrings and jewelry
38,semantic,biological secretions
46,semantic,dragons or fantasy
176,semantic,Dungeons & Dragons
275,semantic,drilling and installation
324,semantic,Red Carpet
371,semantic,code formatting and utilities
404,semantic,dental health and dentists
470,semantic,main function
481,semantic,multi-lingual text recognition
522,semantic,link.springer.com
553,semantic,energy and transformation
579,semantic,indicates importance or quality
688,semantic,list items or numbering
727,semantic,"text following punctuation, numbers, or domain names"
742,semantic,variable names
783,semantic,youtube links
793,semantic,node and nodes
834,semantic,"looking, gazing, or staring"
842,semantic,"business names, photos, social media, reviews"
896,semantic,helplines and organizations
907,semantic,"rocks, waves, tide, islets"
935,semantic,Wolfram Language code
968,semantic,return after print
1016,semantic,destination
1024,semantic,"magazine, hooks, reels, blade"
1037,semantic,titles and headings
1064,semantic,URLs and web addresses
1065,semantic,people's opinions and concerns
1107,semantic,relaxation
1111,semantic,new [product/brand/feature/song/etc.]
1182,semantic,"news articles, hotel, Oppenheimer"
1189,semantic,normal distribution probabilities
1208,semantic,measurements and product features
1231,semantic,Sudan conflict
1269,semantic,two hydrogen atoms
1297,semantic,engine intake and performance
1333,semantic,buckle up
1339,semantic,code exports and imports
1361,semantic,lists with bullet points
1373,semantic,Salary amounts
1404,semantic,This report
1417,semantic,Ukraine allies aid Zelenskyy
1422,semantic,supervising or directing others
1438,semantic,"RSVP, join, attire, consider"
1515,semantic,ftp usage
1574,semantic,keynote speaker arrangements
1578,semantic,nutrients and energy
1591,semantic,find flaws or imperfections
1667,semantic,Here's a table summarizing
1682,semantic,"commercial, Chinese, Russian, Japanese, Hindi words"
1706,semantic,technical terms and formatting
1712,semantic,Christ Jesus
1755,semantic,value and importance
1778,semantic,numbers and calculations
1823,semantic,main or switch
1867,semantic,emojis and language diversity
1878,semantic,information for general knowledge
1931,semantic,popular
1960,semantic,packages and reservations
1964,semantic,typescript interface definitions
1975,semantic,PyQt widgets; Android widgets
1984,semantic,reading files or code definitions
2043,semantic,list items
2049,semantic,groups and creators
2072,semantic,programming code elements
2106,semantic,line breaks or section titles
2164,semantic,"Audacity, renpy, X4"
2175,semantic,property
2191,semantic,"the ""word"" definition"
2205,semantic,module.exports assignments
2289,semantic,"headache, nausea, dizziness, vomiting"
2326,semantic,units of measurement
2335,semantic,Hindi greetings and places
2358,semantic,email recipients
2403,semantic,predators alongside humans
2430,semantic,economic news and data
2441,semantic,(Chorus)
2461,semantic,magnifying objects
2474,semantic,body-related urgency
2482,semantic,website links or processing information
2487,semantic,"stovetop, coffee, cabinets, lights"
2543,semantic,religious or historical texts
2551,semantic,optimal functioning
2554,semantic,risk or investment
2596,semantic,version numbers and words
2612,semantic,let's break down
2622,semantic,"core principles, programming, plan, paper"
2641,semantic,"list items, special characters, numbers"
2650,semantic,essential for success
2673,semantic,card and scrapbook words
2712,semantic,identification labels
2727,semantic,books and media titles
2728,semantic,Korean names and titles
2749,semantic,specific details
2772,semantic,definition or list item options
2786,semantic,rhyming poems
2812,semantic,punctuation followed by words
2837,semantic,formulas and equations
2862,semantic,one sentence
2882,semantic,requirement
2935,semantic,mbti personality types
2938,semantic,"""XH"" followed by digits"
2964,semantic,"focus, She, He"
2966,semantic,reverse or reversal
3016,semantic,URLs and lists
3018,semantic,German verb conjugations
3033,semantic,legal/financial advice disclaimer
3038,semantic,code or structured data markers
3050,semantic,Australia jobs positions requirements
3073,semantic,"different, vary, differ, approaches"
3084,semantic,job responsibilities
3101,semantic,never disappoints
3112,semantic,"They say, want, can, add"
3199,semantic,following prepositions
3200,semantic,greeting words
3214,semantic,"syndrome, variants, gene mutations"
3224,semantic,spherical volume and surface area
3230,semantic,results and analysis
3274,semantic,LaTeX commands like `\renewcommand`
3286,semantic,https://
3370,semantic,cracked or fractured teeth
3371,semantic,current value access
3440,semantic,month names
3486,semantic,test questions and skills
3548,semantic,Gemma team at Google
3574,semantic,trauma and trauma-related concepts
3592,semantic,from ... to 
3595,semantic,code assignment or boolean values
3598,semantic,.
3609,semantic,following key
3635,semantic,discord and slack communities
3657,semantic,coatings and finishes
3679,semantic,Rural roads
3688,semantic,"command line argument"""
3698,semantic,"emotions, finance, vulnerability, experiences"
3710,semantic,state or components
3730,semantic,base URL configuration
3739,semantic,word count constraints
3774,semantic,company registration and formation
3787,semantic,acceptance
3791,semantic,academic references with authors and years
3851,semantic,LM Studio
3854,semantic,"light, energy, obstacles"
3863,semantic,comes/came in sizes
3901,semantic,Dive into
3951,semantic,lack of care or order
3964,semantic,chapter titles
705,other,explaining refusal to you
1140,other,prompt instructions
1183,other,"Okay,"
1947,other,I'll do my best
2174,other,sorry or siento
3423,other,refusal to explicit requests
3610,other,That sounds awesome/cool/interesting
3978,syntactic,sentence endings
4024,syntactic,url componentsinternet domains
4031,syntactic,this example
4135,syntactic,special characters and non-English words
4201,syntactic,code formatting and declarations
4225,syntactic,instruction or sequence counting
4277,syntactic,URL paths
4381,syntactic,rust imports
4429,syntactic,class definitions
4536,syntactic,if you
4558,syntactic,know if you'd like me to
4618,syntactic,"links, examples, or details"
4633,syntactic,is a
4653,syntactic,element locators by ID
4667,syntactic,``` code blocks
4668,syntactic,length of
4716,syntactic,The code
4718,syntactic,numbers and single letters
5073,syntactic,from_
5134,syntactic,programming function definitions
5273,syntactic,name initializer
5377,syntactic,list item context
5516,syntactic,write an email
6024,syntactic,"string, DataFrame, list, array"
6033,syntactic,To start an action or purpose
6349,syntactic,code and programming expressions
6431,syntactic,while clauses
6482,syntactic,following a request or prompt
6778,syntactic,counting numbers and symbols
7102,syntactic,log and set
7122,syntactic,❗
7130,syntactic,expresses certainty or possibility
7715,syntactic,emphasized bullet points
3976,semantic,jigsaw group activities
3994,semantic,context for relationships
4027,semantic,meeting someone new
4092,semantic,payday loans
4105,semantic,love and related concepts
4120,semantic,"range, duration, or cost"
4130,semantic,"marketing, engineering, product, brand"
4144,semantic,exploiting weaknesses or opponents
4169,semantic,If I were
4251,semantic,retention period
4403,semantic,sum of numbers
4419,semantic,rooms and locations
4531,semantic,historical fiction genre
4576,semantic,character movement
4584,semantic,odd numbers
4620,semantic,"groundwater quality, results, relevant pages"
4648,semantic,"mathematical context ""model"""
4675,semantic,"solve equations, roots, maximize"
4706,semantic,understanding of concepts
4737,semantic,complex medical conditions
4745,semantic,women's clothing items
4797,semantic,work ethic
4801,semantic,"information, amounts, or schedules"
4805,semantic,generally preferred or recommended
4814,semantic,boat trips and fishing
4886,semantic,special characters and languages
4936,semantic,foreign language and special characters
4958,semantic,heart rate and breathing
4981,semantic,search queries
4988,semantic,curved compact spacetime
5014,semantic,insurance and life expectancy
5059,semantic,gender discrimination
5087,semantic,routing paths
5109,semantic,sentence beginnings after punctuation
5126,semantic,solve the problem
5138,semantic,strategic planning
5153,semantic,determine what to do
5270,semantic,options (A)
5276,semantic,whole or all
5296,semantic,staying at or in places
5297,semantic,causal explanation
5315,semantic,"dangerous substances, purity, impurities"
5359,semantic,explanations categorized by approach
5423,semantic,affirmative response
5470,semantic,Japan culture and history
5483,semantic,loss and difficult times
5489,semantic,scandal reputational damage
5499,semantic,flat earth
5532,semantic,definition or explanation of purpose
5593,semantic,extracting address parts
5598,semantic,luxury hotel descriptions
5672,semantic,numbers and sequences
5718,semantic,requests and notifications
5736,semantic,file or directory names
5750,semantic,"Rank, ranked, or rating"
5753,semantic,age and dates
5811,semantic,identifying patterns
5827,semantic,list item number or heading
5853,semantic,HTML attributes and XML namespaces
5871,semantic,helplines in the US
5886,semantic,"gone, no longer, extinct"
5913,semantic,alphanumeric sequences and links
5917,semantic,school years and grades
5925,semantic,unlimited
5932,semantic,peanut butter
5954,semantic,numbers in sequence
5989,semantic,how we know things
6010,semantic,temperature degrees Celsius Fahrenheit
6070,semantic,"seeing, spotting, or finding patterns"
6119,semantic,company size
6132,semantic,"later, eventually, or pending actions"
6158,semantic,FOREIGN KEY refers to
6178,semantic,essentially the same
6193,semantic,appearance and behavior of creatures
6194,semantic,"fully, completely, entirely"
6213,semantic,numbers and units
6296,semantic,names of God
6345,semantic,"standard, standardization, standards, std"
6401,semantic,still after 'but'
6410,semantic,furry or interactive
6461,semantic,LoRA
6483,semantic,reasoning
6504,semantic,"quant, date, fuel, model, §"
6505,semantic,Apple arc
6507,semantic,morning time slots
6541,semantic,proportional to
6601,semantic,recent calls to search
6618,semantic,summary / conclusion
6677,semantic,add to any rooms
6688,semantic,"python code, yaml, initialization"
6738,semantic,cross-lingual discourse markers
6773,semantic,specific definitions
6794,semantic,.org
6854,semantic,collecting or accumulating things
6898,semantic,guess a number
6910,semantic,consulting professionals or advisors
6941,semantic,he / she / I
6945,semantic,energy and sustainability
6963,semantic,discounting or discount rate
6985,semantic,list item 2. explanations
6996,semantic,qualities or characteristics
7027,semantic,insurance terms and concepts
7124,semantic,fishing and fisheries
7145,semantic,"questions starting with ""What"""
7157,semantic,use strict; use warnings;
7187,semantic,knowledge and unity
7278,semantic,code syntax and functions
7301,semantic,table headers
7363,semantic,forever and ever
7383,semantic,primary or main components
7392,semantic,election cycle events
7398,semantic,Rewriting for conciseness and clarity
7406,semantic,genetic mutation and variation
7447,semantic,pricing and products
7450,semantic,css pixel unit
7464,semantic,conjunctions followed by pronouns
7475,semantic,Poj Arunanwa
7498,semantic,assess or determine
7512,semantic,want to become
7538,semantic,paper introduces concept
7569,semantic,pre-
7579,semantic,public opinion and harmony
7628,semantic,"""I have a bad feeling about this"""
7647,semantic,feeling confused or asking questions
7660,semantic,mathematical equations and code blocks
7680,semantic,special issue
7688,semantic,sounds natural or less natural
7703,semantic,listing markdown features
7714,semantic,parts of speech or specific words
7742,semantic,subjective
7780,semantic,effort or difficulty ratings
7798,semantic,bags and purses
7814,semantic,dates and numbers
7836,semantic,noun followed by of
7889,semantic,"builder, updater, scaler, reader"
7907,semantic,"sol, Sol, SOL"
7917,semantic,anonymous functions and encryption
7921,semantic,"""less than 3 paragraphs"""
8012,semantic,**(Chorus)** marker
8017,semantic,API keys and secret tokens
8020,semantic,normal variation differences
8026,semantic,foreign languages and punctuation
8030,semantic,highly recommend
8080,semantic,code/programming constructs
8119,semantic,interjections and pauses
8124,semantic,endExpNow variations
6280,semantic,rental services
4267,other,About Us or About Me
4380,other,"operate, announce, Kings"
4963,other,"I walk, I am, while we can"
4969,other,apologize that I cannot fulfill
5335,other,presence of AI and questions
5567,other,absolutely cannot
5695,other,but I
5838,other,"Okay, indeed confirms"
6090,other,"REST, NO ACTION, Samsung"
6209,other,"power guides, user, words, bi, point"
6603,other,tell me about
6620,other,promotes hate speech or discrimination
6622,other,harm to children or sensitive content
6709,other,"direct, fully, various, build"
7371,other,I need
8103,other,promote positive and beneficial actions
4439,other,phone numbers
6250,other,asking me this question!
8190,syntactic,relative pronouns and conjunctions
8509,syntactic,find the
8564,syntactic,since until
8585,syntactic,price symbol `$`
8808,syntactic,already and overall
8819,syntactic,qualifiers or minor negations
9103,syntactic,section titles
9109,syntactic,There is
9589,syntactic,based on
9639,syntactic,special characters and code formatting
9839,syntactic,continuation or continuing
10027,syntactic,past or before
10394,syntactic,end of sentence markers
10862,syntactic,<start_of_turn> or <end_of_turn>
10864,syntactic,"""n"" often followed by a newline"
10917,syntactic,based on
12343,syntactic,information requests
12569,syntactic,"""this"" followed by descriptions"
13136,syntactic,through each
8148,semantic,flight and travel amenities
8164,semantic,describing contents or ISO standards
8173,semantic,studies have shown or suggest
8206,semantic,CPU versions and GPUs
8234,semantic,currency exchange rates and conversions
8239,semantic,"giving, receiving, contributing"
8261,semantic,"Southern Europe, Africa, Italy, Morocco"
8263,semantic,Wikipedia articles and creation
8316,semantic,order maintenance
8393,semantic,AI model definitions
8402,semantic,making sure tasks are done
8404,semantic,LLC and privacy information
8448,semantic,mathematical expressions and code snippets
8587,semantic,standards and specialized terms
8595,semantic,represents future or current value
8604,semantic,"architect, Magento, Windows, tum"
8616,semantic,code structure
8629,semantic,"Kazakhstan, Central Asia, -stan countries"
8630,semantic,dictionary definitions
8631,semantic,assistant or helper
8642,semantic,master's degree
8660,semantic,years of experience
8668,semantic,"maximum value, length, or number"
8684,semantic,largest or tallest country/economy/state/structure
8722,semantic,public class declarations
8729,semantic,protects from water damage
8758,semantic,lists with specific tokens or numbers
8772,semantic,Vietnam War and protests
8799,semantic,as of late 2023/early 2024
8863,semantic,"driven, security, principles"
8874,semantic,code snippet syntax
8893,semantic,quantities and measurements
8912,semantic,bright light night
8927,semantic,family and family events
8936,semantic,building
8950,semantic,declaring indictment diplomacy
9008,semantic,`FROM` table names
9074,semantic,love/like for activities
9096,semantic,inflation
9102,semantic,buying or selling
9119,semantic,worker ownership
9121,semantic,substituting into equations
9122,semantic,specific media sources and profiles
9141,semantic,"extra, ext, extremely, extensive"
9212,semantic,the other party realized
9255,semantic,regarding discussions
9287,semantic,"Jeb Bush, chapter reviews"
9391,semantic,"conjunctions (and, or)"
9461,semantic,Pet toy
9480,semantic,Positive evaluations of performance
9492,semantic,losing or loss
9557,semantic,age or time differences
9635,semantic,find or calculate unknown values
9671,semantic,non-English characters and words
9693,semantic,Sir titles and honorable figures
9757,semantic,convenience and access
9790,semantic,android build configurations
9805,semantic,liquids and containers
9806,semantic,racial and ethnic groups
9831,semantic,"hot water, laundry, charging, parking"
9923,semantic,UN Language English
9960,semantic,without giving access
10003,semantic,"url_for, index, todo"
10025,semantic,"Straits, Sinai, rainfall, numbers"
10068,semantic,Sherbrooke
10069,semantic,Job titles and descriptions
10162,semantic,high blood sugar levels
10215,semantic,cyberattacks and infrastructure security
10271,semantic,Gemma team at Google DeepMind
10327,semantic,other diverse groups
10348,semantic,code creation actions
10373,semantic,"related keywords, phone, image"
10411,semantic,application start/assignment
10417,semantic,glare on screens
10457,semantic,bullet points or lists
10467,semantic,`...: int` declarations
10564,semantic,anime characters and series
10665,semantic,thorough and care
10758,semantic,call or text
10825,semantic,json dictionary structures
10852,semantic,list of types
10939,semantic,change over time
10942,semantic,"base currency, slow EMA, base"
10998,semantic,France; French
11012,semantic,uric acid
11029,semantic,push notifications
11059,semantic,away from home or location
11118,semantic,exceptions and file handling
11493,semantic,get Docs
11503,semantic,adaptability and responding
11511,semantic,committee
11515,semantic,.html file
11552,semantic,making mistakes
11554,semantic,function return values
11579,semantic,booking in advance
11600,semantic,complexity and performance
11637,semantic,Publisher
11638,semantic,maximum of digits or quantity
11647,semantic,waiting for or about to wait
11748,semantic,gone or vanished
11770,semantic,five actions
11816,semantic,bullet points
11893,semantic,numbers and symbols
11911,semantic,fractions or division
11937,semantic,code syntax and structure
11943,semantic,qualifying business assets
11991,semantic,in the style of
12143,semantic,"comic strip, horoscope, advice column"
12172,semantic,computer mouse
12195,semantic,condition / wear
12274,semantic,Egyptian structures and building
12354,semantic,imperfect conditions
12403,semantic,input() calls
12467,semantic,search for meaning
12481,semantic,streaming services
12489,semantic,大 or 小
12506,semantic,explaining relationships between words
12542,semantic,"understanding concepts, intentions, rules"
12600,semantic,i have / i was
12635,semantic,starts with *. She
12647,semantic,names following punctuation
12677,semantic,"updates, effectiveness, benchmarks, performance, stability, hardwood"
12693,semantic,list requests
12706,semantic,license or permit
12737,semantic,negation
12816,semantic,charts and statistics visualizations
12862,semantic,Place / Put / Add / Type
12864,semantic,To Kill a Mockingbird
12872,semantic,negative emotions and control
12952,semantic,injunctions and damages
12994,semantic,"weakness, weaker, strength"
12997,semantic,fiscal conservatism and reduced government
13003,semantic,"Founder, internal, corresponding"
13066,semantic,margin-bottom:
13099,semantic,identifying listed items
13124,semantic,Grey Fifty Shades of Management
13135,semantic,maximize highest most
13144,semantic,debugging development
13172,semantic,rating or check score
13238,semantic,multilingual text segments
13319,semantic,honor or remember the deceased
9449,semantic,driving and travel by road
10185,semantic,"sections, numbering, listing"
10478,semantic,adjectives describing quality or intensity
11331,semantic,"products, services, albums, songs, work"
8133,other,If you
8232,other,estimation for calculations
8648,other,examples
9159,other,numbers and punctuation
9232,other,"one day,"
9235,other,let me know if
9406,other,"easy, easier, easiest"
9586,other,multi-language transition or structure
9878,other,sentence beginnings
10272,other,what is an
10429,other,some or certain quantities
10552,other,contrasting word or phrase
10562,other,cannnot and will not
10664,other,confirm your
10669,other,disclaimers and warnings
10734,other,"tables, lists, code blocks, or similar structured data"
10933,other,using services or products
10952,other,"Yes, I know"
10959,other,"Okay,"
10961,other,list item introductions
10970,other,A value
11255,other,breakdown of why/how/what
11402,other,"""6 monthly"""
11428,other,structured text markers
11434,other,"Supplement, not replace"
11649,other,end of sentence or clause
11732,other,how to command
11734,other,examples of content
11779,other,examples vary slightly
12120,other,"overuse, exertion, abuse, injuries"
12362,other,such information or code
12484,other,article headings
12544,other,keyword type: value
13083,other,you know
13514,syntactic,instead
13784,syntactic,Change Presentation
14024,syntactic,continue or return
14121,syntactic,phrases offering options or suggestions
14156,syntactic,a long
14447,syntactic,short or sort
14723,syntactic,sentence endings
14734,syntactic,Numbers followed by punctuation or list items
14755,syntactic,"are not, you're welcome"
14759,syntactic,"all, any"
14944,syntactic,list items with numbers and conjunctions
14993,syntactic,This means
15078,syntactic,code structure markers
15180,syntactic,modify to suit
15291,syntactic,based on
15321,syntactic,if you
15363,syntactic,per
15368,syntactic,need to adjust
15507,syntactic,lack of usual/specific context
15748,syntactic,preface this
15908,syntactic,return code
15943,syntactic,to high/medium levels or decades
15999,syntactic,for computer science
16026,syntactic,variable declarations and assignments
16100,syntactic,often followed by verb
16213,syntactic,Technical Details
16273,syntactic,"""do you know"" and ""is there"""
16370,syntactic,Task 1: Sep 1:
16656,syntactic,section headings with numbers or Roman numerals
16701,syntactic,don't hesitate
16707,syntactic,""")"
16718,syntactic,modern contexts
16740,syntactic,symbols and punctuation
16837,syntactic,"sentences starting with ""By"""
16930,syntactic,there are
16941,syntactic,impression and seeming
17003,syntactic,single integrated concept
17043,syntactic,there
17124,syntactic,xml attribute lang or closing tag
17159,syntactic,"end punctuation, then sentence start"
17405,syntactic,the [famous/specific] noun
17474,syntactic,"day, rest, exercise, birthday, late"
17536,syntactic,citations ending in parenthesis
17632,syntactic,bibliographic citations
17633,syntactic,"forced, therefore, or instead"
17658,syntactic,"sections, definitions, and lists"
17901,syntactic,(
17955,syntactic,`//` or `)`
18110,syntactic,asking for clarification politely
18170,syntactic,will work or not work
18299,syntactic,introduction phrases
18489,syntactic,general or typical responses
18840,syntactic,distance / time
18909,syntactic,topic planning
18982,syntactic,listing alternatives or options
19330,syntactic,return the
19831,syntactic,"or, alternative words"
20169,syntactic,Therefore / Hence
20884,syntactic,possessive pronouns and common verbs
20905,syntactic,different
13355,semantic,nature of
13364,semantic,directing actions towards someone
13426,semantic,give a rough idea
13452,semantic,counting numbers
13494,semantic,function parameters and arguments
13574,semantic,"SVM, regression, quadratic complexity, kernel"
13582,semantic,options and drafts
13641,semantic,increase or decrease by a factor
13693,semantic,Broadway show tickets
13702,semantic,initialization of list items
13765,semantic,"control flow keywords: continue, break, return"
13792,semantic,feeling states or sensations
13797,semantic,find the perfect
13844,semantic,marc tarpenning founders
13851,semantic,outputting text with echo
13891,semantic,"course, package, training, counseling, shelters, Bulgarian, phones"
13959,semantic,"""to combine"", ""PDF Drive"""
14042,semantic,connections and joints
14059,semantic,centralized state authority
14069,semantic,URLs
14100,semantic,print pdf
14145,semantic,mathematical theorems and statements
14173,semantic,"seeing, hearing, smelling"
14261,semantic,planting of trees
14309,semantic,brings about consequences or attributes
14313,semantic,cost-benefit analyses
14334,semantic,product descriptions and catalogs
14345,semantic,javascript programming
14362,semantic,build commands and files
14464,semantic,production of materials and teams
14561,semantic,cup measurements
14594,semantic,popular because
14613,semantic,certified training or certifications
14648,semantic,financial statements
14670,semantic,implying suspicion or concern
14753,semantic,fine-tune
14760,semantic,actual implementation
14841,semantic,international greetings
14850,semantic,park picnic
14984,semantic,behavior of matter and energy
15048,semantic,"Texas, California, historical periods"
15083,semantic,open-weights model explained as
15145,semantic,reaching or reaching out
15162,semantic,news and logs
15243,semantic,comparing different entities
15358,semantic,RAINN National Network
15553,semantic,credit cards and rewards
15684,semantic,routing and directed graphs
15692,semantic,"delay, echo, decay"
15729,semantic,"личность, формирование, развитие"
15755,semantic,tool cuts
15762,semantic,"minecraft, spawn, piston, coordinates"
15813,semantic,contrastive learning
15867,semantic,"descriptive name, version, description"
16183,semantic,division 1
16223,semantic,withstand or survive conditions
16274,semantic,logical statements and programming
16418,semantic,"adding, summing, or comparing numbers"
16461,semantic,numbers and units
16488,semantic,table definitions and schema elements
16519,semantic,public class declarations
16540,semantic,Ballon d'Or
16597,semantic,"pressure, balance, difference, matter"
16641,semantic,"school choice, funding, and private education"
16689,semantic,web-based cloud SaaS
16704,semantic,legal fees and indemnity
